ID,cc_cons
17591,9.578926791072716
13541,9.747868745851699
13431,9.611345158818214
8687,9.622005201739874
14727,9.598206487284196
14988,9.628491253565159
14859,9.694662545639874
16636,9.680039397038453
7625,9.716114236702804
16492,9.731234924818278
13674,9.633546363365186
11981,9.606635723312387
5185,9.673893414636547
15288,9.628921378608666
18526,9.635141241997207
16760,9.590633005969368
10805,9.742257939087407
8830,9.588963095940883
8926,9.666774640597161
10974,9.750058921943895
2155,9.707682365076371
17251,9.711352210674164
12154,9.661280983447178
12227,9.645237343163243
19961,9.673058274474302
13866,9.598378965923247
17498,9.604358530810408
7241,9.66542969548992
414,9.659019909528876
206,9.576012425407392
7420,9.62318258301784
4601,9.638631807740559
2768,9.602105761991576
8120,9.65267448187655
18584,9.578064608108098
16697,9.75434524733507
16238,9.768238976958472
3772,9.751526422336841
3462,9.743679432236254
710,9.638923433155274
558,9.551277741841789
1244,9.664761602412826
1302,9.65417877516961
547,9.622519630934876
19129,9.641429284235576
237,9.633365353136131
11122,9.648268006119697
4438,9.653167788370716
18371,9.672691578038458
6401,9.730770936965115
13770,9.621641840360473
18317,9.630666596412242
19226,9.651295784949191
4126,9.566320526676282
11313,9.630381992992291
3925,9.768366996836688
15973,9.602907606968955
12281,9.76539105311041
353,9.688752419986413
907,9.67316617820809
1711,9.651504613479592
9617,9.631594706584359
12928,9.799525735796003
3523,9.75358590084939
18838,9.612167260555728
17609,9.612877411648304
306,9.537396891250836
14812,9.621791107495856
1551,9.576447045257392
16640,9.77206301047045
13546,9.674260797098686
4968,9.66442828080202
13371,9.682031941078012
3981,9.742390288441088
11568,9.758353761907777
5662,9.669657505719288
19586,9.696401106397929
14489,9.72891469955718
14153,9.650561287341262
7626,9.60584695317189
3085,9.573792255026607
14821,9.606383567575193
9815,9.670841460020881
6506,9.515200592007703
6176,9.614631993831857
13040,9.542294789405046
1325,9.588709322677346
330,9.7252235229256
2389,9.565478019561159
10391,9.608343316337484
1019,9.6339506309269
4338,9.716272481344534
19849,9.725518711894617
13667,9.670844973984021
12709,9.680746289349626
12701,9.67209419061612
18563,9.540721024199845
19665,9.763890719006366
5251,9.649304508978116
6671,9.625704358095648
15887,9.634610541403275
544,9.547700927424614
13494,9.624315732087403
4304,9.669311391767298
12181,9.65586903614733
15041,9.613965709549296
14167,9.644270193013652
4659,9.709663449519383
1820,9.756568889800405
6317,9.601397440826126
313,9.591874815663553
12467,9.586113161159009
13452,9.694366121248391
3464,9.631288847144175
4890,9.609722858614987
11567,9.625493054521769
17396,9.534641877502763
13188,9.606808691635234
15605,9.612999570857726
7577,9.634662193475801
8160,9.492585902292078
1429,9.583634013914041
14928,9.665594125156943
3349,9.729809365444659
799,9.69651895739065
12678,9.643713867445614
19053,9.652449330036584
15806,9.685142026982618
2854,9.55972649163481
4144,9.598422991862131
16232,9.656975314394147
10365,9.578122726621547
4202,9.61958513673928
9671,9.599755710821922
6615,9.643801922247222
12050,9.59533640853228
13998,9.577175469417027
7406,9.628795807967796
12497,9.731710240591845
4662,9.703297728473734
3661,9.56912773120148
17436,9.705903917231067
2332,9.729167705000167
16771,9.650819116421703
17110,9.703985045131176
15967,9.670230438053759
5758,9.6540393851396
2882,9.547911966930329
10774,9.736698055066753
7750,9.712302786326164
16516,9.582008178955538
3670,9.578827571531889
15883,9.612077898453814
2947,9.668488256708137
13476,9.704753615157678
13301,9.72377548200354
6468,9.55412025925345
15135,9.727454715098197
16278,9.677852577402756
12114,9.560749614047936
3839,9.731687721230248
2886,9.640959971217937
11928,9.706430455856339
15155,9.684342712697555
4316,9.608121587227497
7299,9.620990191644351
1306,9.678750592502961
19221,9.710599478776233
7039,9.648071905213227
11499,9.598377417848463
1312,9.60113509673182
2124,9.64466646564671
1907,9.636314729847182
16979,9.604737160252093
6629,9.684287132692077
5295,9.61428836353026
11961,9.720171887559271
11653,9.756313253756842
2822,9.634287359585581
9335,9.68973116060878
742,9.61182818602451
8080,9.660220305671032
12707,9.62185244672626
3559,9.590683480047831
4455,9.723720425315792
16907,9.597401238453415
6453,9.669384741894028
1108,9.549382011855698
280,9.567083504717576
16566,9.5350294105369
17535,9.693967234052712
15464,9.743687751153807
936,9.728287397240955
17214,9.611100219090163
6182,9.719703884416804
14305,9.67722077877945
11840,9.635415149596902
7534,9.67748105246886
3025,9.682203527749737
6393,9.651449922447771
13441,9.688478118557047
18252,9.620910964097142
11194,9.676579985503482
15711,9.638536977512013
5219,9.568993538563412
16914,9.71233778316505
10003,9.612131203467785
12338,9.621442527237251
3813,9.650149396711463
15088,9.692166624280718
10155,9.66217400812911
1466,9.639130625123222
15472,9.699594878503877
17157,9.723499430293455
18166,9.703178490834336
15940,9.539644041827934
16627,9.654583077630651
10125,9.638754648720667
16485,9.634861315481704
683,9.634119402373027
6119,9.687821669477865
4454,9.680856990679363
9712,9.608179551296695
4120,9.686328413382677
15722,9.594793300844154
6352,9.64022436862438
17883,9.6494613890739
18204,9.653220663125435
9971,9.603312807634735
9023,9.739518405215147
13472,9.692246254593273
18393,9.639436262003152
1916,9.659148189508791
2114,9.650136194479561
15098,9.647932288118119
16002,9.655152526399363
14466,9.676550059545693
5230,9.561629923357824
7591,9.633153763175418
11578,9.592114324088296
3258,9.718924466523154
12283,9.699844782316212
17355,9.576407070807855
6557,9.66566453640826
1523,9.556798767609603
579,9.702434314625616
11196,9.640528687026501
4925,9.65622371048578
10260,9.676650126866269
16414,9.62330803377344
9575,9.578131465160396
4517,9.60810986431394
5120,9.61602622453312
624,9.661912679944
19457,9.659730968303945
18888,9.525462078335426
2356,9.717362684819681
4545,9.655003858282928
18014,9.573040067600104
13964,9.728012109625261
6774,9.59064125427467
12210,9.655677234250458
7735,9.618427853502517
12253,9.64329043307331
968,9.648233460884754
19474,9.553695673560172
10090,9.633401281518607
9695,9.681773015759665
6057,9.499518365431975
11620,9.69661327444927
19105,9.64530329756562
18161,9.740587805512476
16983,9.570960303670223
16846,9.673017877174638
12641,9.621322918326396
12194,9.671023864881027
3182,9.613410425856463
697,9.684339518270754
16666,9.64925986241044
10809,9.58235364324846
16899,9.591730582714833
1473,9.782131576692114
11504,9.588007408238127
7004,9.671112147044795
12782,9.606767324923226
3142,9.612059194156133
15486,9.534503567334202
10817,9.62395654839771
755,9.624727011986781
3527,9.715891542581874
18375,9.664441728432548
1146,9.56807876850083
3290,9.630338988934088
5630,9.769850331916828
13114,9.751269716732212
17944,9.659920282489672
6621,9.575160953454787
8012,9.63874042422844
5782,9.645050700540482
2840,9.743244615044933
4245,9.661720064078862
14833,9.522729948252033
3884,9.628528452041555
9209,9.535165064062573
17550,9.758781683794265
1191,9.68727972027208
16498,9.699173246543403
11748,9.714590972751642
16053,9.684851011524113
18527,9.679573903494683
11548,9.615969337541248
11074,9.744262488375309
9104,9.613396688237692
8083,9.527350483272775
11425,9.586900778536577
3247,9.723573588934844
7233,9.716523227186267
13650,9.76049232104846
11762,9.620169228504459
9216,9.660106191721708
2398,9.630418117805668
7321,9.720488513869135
19222,9.58981007765896
9225,9.575292942428685
18451,9.601433185413038
2529,9.689214681796825
8266,9.601575019179599
15901,9.62028417877696
9070,9.657914876478218
15808,9.71536076015271
12019,9.66155082423727
19750,9.597853443393639
2532,9.620218208629968
5234,9.683412576868186
10409,9.558497159709786
12698,9.709686879506133
15412,9.646791068441024
19217,9.722654446916591
19907,9.687055762526787
833,9.678965622850676
17121,9.782719917212242
1966,9.692066257393371
7703,9.555863711123562
520,9.68625722796004
3739,9.535830238467437
18300,9.622788917056226
9834,9.76935871163264
1992,9.680877334396456
16462,9.634754115962089
14735,9.721438064404712
9481,9.701696864074057
6989,9.627572530982118
19741,9.710744238573621
5767,9.733503951288132
17583,9.682002586946863
930,9.540722977373775
1774,9.61996064997083
13003,9.616508246358988
1780,9.693483017365047
5582,9.648287084157188
19569,9.574154940350107
3723,9.734213847656042
3866,9.637390220618073
7168,9.680861174789255
19793,9.609599431804881
5951,9.574028122412523
5641,9.651308890926037
6583,9.64081376893045
18998,9.612263886995917
8236,9.668470814486986
19610,9.749989464021297
5238,9.568688226013036
5335,9.638640005863376
19316,9.704271755903353
9585,9.745573433284529
14363,9.77832918103347
6578,9.572824839782006
15395,9.770769950568134
1819,9.583922529787065
18381,9.639599498065845
3880,9.601710079350175
9098,9.60621034735646
17890,9.612936637921539
7861,9.539302272720505
5490,9.70654924554265
12309,9.710903550847569
1833,9.709398535970672
17881,9.705182821052755
13165,9.59948690431344
8610,9.69735945491041
13363,9.498346488802506
4975,9.65759708705436
12351,9.653476112269644
273,9.626709741695258
8975,9.614520659536113
18951,9.641726107601242
15165,9.70269135832415
5178,9.597928236757243
6044,9.589775453707473
19386,9.636862076691987
1635,9.731518139910989
2814,9.620683526999128
6974,9.682808682309414
18536,9.678157839976397
11636,9.533218634560708
7414,9.720646803411913
11880,9.74147542934535
15503,9.595167375855983
983,9.602852535841423
18110,9.6608250158099
7084,9.71688858526411
14005,9.610888915019908
19111,9.626150241997312
18532,9.663235833154555
18394,9.654843194284172
10851,9.623569140109511
4544,9.691340935089274
6236,9.579313998882334
15497,9.63768254395069
19864,9.599658893377494
15670,9.688027204512231
8118,9.626549481716989
7289,9.670037544588256
13788,9.611139867373556
5588,9.674284287223445
5110,9.705113988389105
10620,9.58479244697082
1156,9.530482123673876
18398,9.551742461174173
7134,9.626327992513426
7676,9.636344287719366
9409,9.742083736615248
17713,9.634174146797017
3435,9.718613092916469
14394,9.64497288450865
117,9.654870544405536
18541,9.752698374554019
17575,9.588103015369448
8351,9.619248596087258
7216,9.64032008030288
8736,9.549905832988447
1989,9.626575904308902
19666,9.595196088698636
3908,9.66882239197804
14375,9.607630283297759
7794,9.581648049686773
7232,9.665624764630396
2836,9.628582578270636
15954,9.665287269811762
3354,9.74450769038231
3368,9.57615676274495
9219,9.74893667967972
8658,9.667442527038926
3809,9.605528959244168
5129,9.619409492777097
4874,9.789884888959746
8758,9.62026110567964
16293,9.687825693147857
8150,9.691593275450606
4272,9.654097148418584
15938,9.694867966730747
9893,9.630243730866484
1299,9.543988787012031
7239,9.735209614559697
8253,9.685296797029178
19340,9.63683583516363
18530,9.74524156756873
14903,9.679600893130079
14454,9.634870128428561
12353,9.696935308776427
14431,9.661686636947625
17602,9.550171669415532
15036,9.672225256791645
8921,9.665489812141402
11059,9.593030604433235
18577,9.652135381483978
14565,9.619701507218434
4955,9.555965529311168
3535,9.655345059071932
2024,9.69140519433692
17666,9.711265409263465
6295,9.470299363392641
7085,9.53086420440849
1389,9.624468758749181
3659,9.665896759837763
15509,9.714379526646788
16938,9.64194266270264
15432,9.63764376904358
12074,9.579088895454404
15777,9.754156689828953
19953,9.638536975716463
1709,9.588082118897267
10048,9.58612346076347
11839,9.617738526372124
701,9.687007632351117
7271,9.624378900444036
10196,9.643647643589098
2901,9.649915102233207
198,9.68291280092242
3877,9.642977982601424
15160,9.738230687908109
17634,9.603660744241196
16927,9.697094795115596
15162,9.687851602505056
8443,9.761925699565243
1716,9.564691312246012
7870,9.587497783074328
4318,9.612366712181114
11351,9.666961223870121
15465,9.603378511153329
18121,9.60572219822971
6602,9.707074959196678
4331,9.59091531199886
6592,9.717824889954718
18955,9.660289187127338
2510,9.724852198124454
4009,9.726969046175142
15468,9.638787035195477
7251,9.744654832495973
7463,9.600658481289129
16325,9.65382098782377
14882,9.609220713692157
3610,9.613680161658861
19097,9.751403409013395
9378,9.606200770766588
16582,9.62737463314909
16761,9.711300508029852
12055,9.63040860085504
1226,9.565118236878002
7344,9.580118297208054
16365,9.750899729214384
223,9.650958137320139
15934,9.612547899160663
11882,9.716949377596267
7083,9.685024991686593
14196,9.641157617480008
1599,9.74037755988712
5976,9.572459114138107
5611,9.598366408480487
12565,9.592860487056024
1339,9.76512941525828
16772,9.55368120884221
11827,9.656714122030797
18484,9.740871840828088
3033,9.693533486155578
14726,9.737668230701775
13696,9.590157921492958
16295,9.686867487447708
7910,9.685813525340023
1868,9.656958454955271
3190,9.59567321224523
549,9.779551712852626
8940,9.603636653455073
214,9.496318787627716
3587,9.592558876439371
11555,9.738921850505843
19231,9.717901417614266
8248,9.600831796004295
355,9.68188244295076
15634,9.557189442449182
6746,9.652846500283694
2963,9.628748047074064
2082,9.650341937694211
16784,9.64603763853447
10436,9.674301006535437
5114,9.56542192891414
14525,9.681923075001041
4534,9.59572283051714
8877,9.624721584120065
12117,9.71883724553996
2682,9.758893728989698
7948,9.697335260155327
112,9.576366650971295
2220,9.593455658979195
606,9.645701616180261
11552,9.656532571590109
942,9.687444122144644
555,9.675222864306242
3394,9.567916950803905
7916,9.6314422963682
13261,9.680132900302254
9592,9.740148396885157
5694,9.619372090951988
7570,9.63011981990652
15543,9.63749636165406
5834,9.688522250400743
3362,9.691625960795976
5741,9.668968055718494
11060,9.58943753998657
24,9.517514222860658
14942,9.620660745249644
8277,9.717664140565109
4596,9.64400391411295
396,9.585626095642409
3213,9.659377230101573
14447,9.649664575824199
14106,9.668630224367327
5940,9.58513994215482
19543,9.682263137717488
10215,9.713596183026558
16348,9.646355504172083
2111,9.648516877618553
7973,9.468523723260928
1175,9.706329738093459
1796,9.698341319886943
7425,9.63902236892616
13183,9.633558325664229
471,9.687460533059626
17683,9.614124060281132
4770,9.621273876894534
10199,9.560389339064436
9601,9.500807748104533
19986,9.672428893314244
10411,9.73225194275267
10682,9.726559561768525
12224,9.711260355598744
8319,9.593591213266993
4618,9.670234327791896
7976,9.654487203855393
4340,9.749257604350113
10852,9.570430566200777
4810,9.683535048213878
5049,9.736061605021762
16928,9.611245744556069
4504,9.607106718956386
4327,9.664920807257003
13368,9.589498017353561
5657,9.70556178781494
1007,9.687188786753797
10792,9.543995060077927
18373,9.712388905313398
12313,9.620898660755872
8295,9.61072883946599
15707,9.678847207125099
5504,9.735141132924724
11441,9.70204968087401
10964,9.652591986133885
10850,9.630126746682407
17775,9.675951092004778
17588,9.697334919805632
14495,9.541393292446708
5522,9.559191151380052
14724,9.649680731774017
3653,9.748886691097557
1588,9.65695866360346
7587,9.63996487890709
2381,9.668644853946244
2879,9.708657962257224
11660,9.640581972129757
11681,9.67700287406205
6929,9.676676174022331
17457,9.690601565819119
10894,9.655205347958605
4822,9.65210117636469
1647,9.518468998410086
15006,9.700100574349195
19487,9.738395505372631
12585,9.68489895004109
17909,9.666579962349674
7793,9.601390941874625
4997,9.629100467507877
4763,9.611113176860258
11444,9.655765243993994
1627,9.59667613482939
10371,9.653214493259075
18564,9.694350959638907
4093,9.68022494854496
6978,9.629189536487829
12945,9.541948258809061
3539,9.591479501685981
10628,9.554980025484735
11767,9.61188297745399
13601,9.641494500499773
2245,9.509357733364114
14887,9.575992167497475
4278,9.603680356110024
9950,9.68858230195377
3204,9.622845137390792
16690,9.611110098287309
2416,9.650649802439892
19947,9.670447946827233
17029,9.636863321449384
14802,9.604124938970177
4571,9.626453953029117
2165,9.660359494757826
14756,9.607902707532897
17443,9.703673548589077
12952,9.692538079909571
16486,9.603798795321104
3597,9.658788351824088
1319,9.59845430301234
2645,9.646587371315842
18246,9.748263077505692
17179,9.667079445880368
8259,9.602606321774426
2410,9.673784193404508
16128,9.588880125859697
2694,9.717147466456147
6076,9.689713944313938
11899,9.625591643124748
16987,9.685688485303398
18023,9.641709468519466
3774,9.636941016635642
6848,9.649908896652708
8283,9.701710060709374
18868,9.613028492410004
16132,9.63230463480806
9358,9.584487139503892
10515,9.626092295079536
536,9.57100385952062
2533,9.71320244005659
8756,9.522007245350155
8468,9.689507193975587
19165,9.69297160563214
2818,9.612511397817938
15919,9.583091771696854
12633,9.682658087140709
9901,9.687590010915656
3422,9.682001911205287
17028,9.522112836556454
16513,9.710939043236287
8666,9.646348099315874
13659,9.77222171892364
19319,9.698429738459966
5897,9.55907238639695
13079,9.654197400071643
4884,9.63687646328459
11678,9.666688803386823
3708,9.609836093808395
17810,9.696004290160142
12258,9.600944471355614
11047,9.644193655814696
6014,9.549642705770918
516,9.689970935310583
13560,9.679773569058213
17168,9.637208564967331
18286,9.612409460265098
2058,9.664960158541918
2542,9.627202436105486
19016,9.661145637388174
7302,9.664445921326422
19732,9.806445300422153
12284,9.618073157992189
6820,9.611396789828
17953,9.764744510605132
17263,9.756948428045433
4713,9.738162977851196
12816,9.633151071978443
13464,9.621042137636659
1223,9.64980092045171
13706,9.676958579234936
9512,9.642008435067668
14862,9.592841644717986
12056,9.666505041266142
3783,9.65085049253343
4793,9.708825827972458
4205,9.697982343214015
8823,9.681197621231073
14191,9.564863004863595
15643,9.623060218794915
9554,9.664523344915885
12239,9.711420765073608
2786,9.644993161338629
15274,9.710886054186592
537,9.60532134193847
13445,9.682902184581593
2634,9.751418204827552
17840,9.6726643436943
12118,9.63979195338896
12312,9.583403223791125
2052,9.660178526318651
6709,9.567164673723978
16546,9.643468484624774
12124,9.688991600039582
923,9.630323814474503
4148,9.651032639964942
7264,9.659227763006445
15214,9.791985273098561
18504,9.645273317043689
9475,9.593353008096827
12432,9.561918156449028
18524,9.617672711245234
18255,9.621640152911278
8654,9.619873798843436
5876,9.633990016903528
4055,9.669996543811731
3906,9.644151287411283
4875,9.662396008824741
1773,9.53385331505174
5520,9.717194563225918
14021,9.727290131398508
2216,9.716820072322799
16529,9.59729682614383
18553,9.55633850146741
18753,9.669463734698978
5548,9.696495366622486
9435,9.674184763411967
17907,9.563399367092746
2808,9.721097889032476
11816,9.738922018656128
9060,9.530153200575874
5775,9.641378002065693
17694,9.691948819351195
3976,9.544455554977255
17781,9.71539772082792
8893,9.565410056330164
5116,9.678712870592317
13033,9.744253059198831
17649,9.71475356780933
16358,9.716520693677518
17172,9.567639412532735
3140,9.596882299510586
19312,9.671848714453736
1188,9.693126253805707
13244,9.716367650493096
2458,9.617333192325503
17483,9.813571039232425
14793,9.737492729735418
2279,9.7193038919015
7675,9.591662583233827
7409,9.606563918974693
19974,9.656109357220162
15518,9.630639876372783
15473,9.704378108276464
16214,9.70539736804112
17398,9.612560079311153
1391,9.615955408142277
18026,9.640150982545093
16381,9.559174160696603
5905,9.694018896148263
18424,9.638142345943105
16578,9.667294788684378
2315,9.614552481709124
3303,9.539672814421415
5633,9.561475883570504
14610,9.665640861686407
4749,9.583116821428314
12238,9.64973478223209
16125,9.64070128085016
1374,9.617988420292813
17058,9.620167846582047
16495,9.649367233380561
16340,9.707655069601515
13974,9.552132206874989
16180,9.698690985597853
19733,9.671860570554442
10112,9.690297421935446
16557,9.65514616370221
12028,9.781711925845341
18047,9.646590403271404
12496,9.660562578570417
11661,9.57213169654862
12783,9.676182529595197
7065,9.575690821642123
19005,9.6962968095124
15781,9.655144527599269
13208,9.547002370677577
14926,9.694984468047062
19730,9.603218888427815
19067,9.77735341841795
321,9.692978486069164
19587,9.60242819889239
1721,9.582072027889216
5511,9.636934206443382
8899,9.769715941254734
17717,9.666916991753645
897,9.729722496027028
14045,9.646651940446851
1404,9.697675971625957
8999,9.695918793105417
8036,9.715188082780646
9388,9.814741584567289
1180,9.56993881295535
8958,9.699451139383212
6065,9.617593272019963
9479,9.703348661456026
5873,9.630815076668656
8796,9.631577119204282
8601,9.651060058402681
18825,9.67115047654512
5933,9.599465110917532
6462,9.662723157575794
16286,9.592538606606917
14994,9.577840995146394
15364,9.694299589969186
9427,9.706149579529189
8115,9.692207696703903
15421,9.644614023497592
11865,9.699603550996477
13162,9.703835552606844
8185,9.634056629305272
18432,9.609992972294538
6564,9.701691260209078
17979,9.662400981461296
14379,9.694995612323918
1158,9.71385445377197
8493,9.635275753626143
7967,9.558122130762662
8761,9.592002414579879
5813,9.715237716105115
6104,9.615563775013182
3469,9.62654460176917
16073,9.68353231839141
11942,9.634856010574826
12303,9.667046572899219
8607,9.757561505440838
19370,9.566846851098958
11871,9.646115624664784
10737,9.673001355521148
782,9.544253825752522
14214,9.66267703144798
14248,9.765227149446783
17,9.706641986536734
1358,9.632293016670856
2858,9.58911516181251
6727,9.691371602967237
18860,9.66400517547979
12474,9.690863473554819
13172,9.685228484336614
11993,9.681063074964394
9841,9.699225952897224
18116,9.674373826921618
7050,9.758002504973618
849,9.574908885797772
9622,9.543418310503226
13661,9.699718504523352
8308,9.60668662590053
5053,9.627270476060012
732,9.768157244957248
13818,9.605372939231266
17792,9.602607029029084
3602,9.66659810027173
16332,9.66771189002644
16785,9.629834783404004
7752,9.724111118941847
12761,9.623422932552316
12475,9.72867994669973
5724,9.615381498957856
3924,9.587040531262291
16200,9.604380136542526
14987,9.817757932890288
3923,9.695574877559922
5468,9.641275771107518
6386,9.719372904185265
10497,9.640480737896581
4901,9.712170473474877
1410,9.675064054293689
1957,9.655659615589883
1159,9.657024736694103
12822,9.670849034395367
15586,9.533496956175403
16948,9.767425472404685
15156,9.668372238490313
15582,9.54407389512043
4754,9.654778147753685
15571,9.76393694324502
3898,9.51750686152053
19171,9.685202610550087
13211,9.708447455042105
943,9.61094136951563
16015,9.613255822179319
5706,9.681857908575296
8059,9.69400519647823
7404,9.681372542729695
15613,9.679771524127112
4797,9.619080240975597
619,9.70512517503778
15075,9.652008826908512
6951,9.659877211820472
9505,9.609925331564586
9471,9.574006617654245
16889,9.684926417742354
